Load, Connected KVA, Allocation Factor, Phases, kW, kvar, PF, Model
21399752A0A,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
21399752A0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
21399762A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
21399762A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
21399809A0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
21399809A0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
21399826A0A,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
21399826A0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
21400108B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
21400108B0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
21400185A0A,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
21400185A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
21400215B0A,      0.0, 0.500, 1,     17.4,      4.4, 0.970, 1
21400215B0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
21400253B0A,      0.0, 0.500, 1,     15.1,      3.8, 0.970, 1
21400253B0B,      0.0, 0.500, 1,     23.8,      6.0, 0.970, 1
21426205B0A,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
21426205B0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
21451973B0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
21451973B0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
21452406B0A,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
21452406B0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
21455388C0A,      0.0, 0.500, 1,     14.9,      3.7, 0.970, 1
21455388C0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
21458756C0A,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
21458756C0B,      0.0, 0.500, 1,     23.6,      5.9, 0.970, 1
21459629C0A,      0.0, 0.500, 1,     19.9,      5.0, 0.970, 1
21459629C0B,      0.0, 0.500, 1,     10.6,      2.7, 0.970, 1
21459640C0A,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
21459640C0B,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
21459651C0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
21459651C0B,      0.0, 0.500, 1,     21.7,      5.4, 0.970, 1
21459660C0A,      0.0, 0.500, 1,     30.2,      7.6, 0.970, 1
21459660C0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
21467859B0A,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
21467859B0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
21469911A0A,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
21469911A0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
21469960B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
21469960B0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
21470122B0A,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
21470122B0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
21470326A0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
21470326A0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
21470405A0A,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
21470405A0B,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
21471907A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
21471907A0B,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
21474556A0A,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
21474556A0B,      0.0, 0.500, 1,     11.8,      2.9, 0.970, 1
21474587C0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
21474587C0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
21474614C0A,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
21474614C0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
21474711C0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
21474711C0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
21475841A0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
21475841A0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
21482181A0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
21482181A0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
21482279A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21482279A0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
21482431A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
21482431A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
21483138A0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
21483138A0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
21486213B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
21486213B0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
223400157C0A,      0.0, 0.500, 1,     12.7,      3.2, 0.970, 1
223400157C0B,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
225498968B0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
225498968B0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
225533162A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
225533162A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
225533215C0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
225533215C0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
225533237B0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
225533237B0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
225533337A0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
225533337A0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
225533423C0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
225533423C0B,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
225533531A0A,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
225533531A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
225533675B0A,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
225533675B0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
225533703C0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
225533703C0B,      0.0, 0.500, 1,      7.4,      1.8, 0.970, 1
225534325A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
225534325A0B,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
225571845B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
225571845B0B,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
225571871B0A,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
225571871B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
225577437C0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
225577437C0B,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
225668688A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
225668688A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
225673440A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
225673440A0B,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
225684682B0A,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
225684682B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
225700953A0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
225700953A0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
225767272A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
225767272A0B,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
225806974A0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
225806974A0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
225869139A0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
225869139A0B,      0.0, 0.500, 1,      1.8,      0.4, 0.970, 1
225897846A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
225897846A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
225897943C0A,      0.0, 0.500, 1,     16.4,      4.1, 0.970, 1
225897943C0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
225901711A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
225901711A0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
225906836C0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
225906836C0B,      0.0, 0.500, 1,      6.2,      1.5, 0.970, 1
225918926B0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
225918926B0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
225918936C0A,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
225918936C0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
225940756B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
225940756B0B,      0.0, 0.500, 1,     11.4,      2.8, 0.970, 1
225991691A0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
225991691A0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
226010605C0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
226010605C0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
226024307B0A,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
226024307B0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
226029836A0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
226029836A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
226101449A0A,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
226101449A0B,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
226101460A0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
226101460A0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
226109079A0A,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
226109079A0B,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
226115278A0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
226115278A0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
226159329A0A,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
226159329A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
226163467A0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
226163467A0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
226163575B0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
226163575B0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
226191772C0A,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
226191772C0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
226191778C0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
226191778C0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
226191779C0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
226191779C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
226191850A0A,      0.0, 0.500, 1,      8.2,      2.1, 0.970, 1
226191850A0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
226191951B0A,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
226191951B0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
226191995B0A,      0.0, 0.500, 1,      1.8,      0.4, 0.970, 1
226191995B0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
226192175C0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
226192175C0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
226192185A0A,      0.0, 0.500, 1,      7.0,      1.8, 0.970, 1
226192185A0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
226192492B0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
226192492B0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
226192493B0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
226192493B0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
226192684A0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
226192684A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
226192762B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
226192762B0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
226192801C0A,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
226192801C0B,      0.0, 0.500, 1,     24.5,      6.1, 0.970, 1
226192846B0A,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
226192846B0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
226192890C0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
226192890C0B,      0.0, 0.500, 1,     10.2,      2.6, 0.970, 1
226192926A0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
226192926A0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
226192936B0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
226192936B0B,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
226192954C0A,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
226192954C0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
226192994A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
226192994A0B,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
226193078A0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
226193078A0B,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
226193134C0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
226193134C0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
226193170A0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
226193170A0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
226193298A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
226193298A0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
226193338A0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
226193338A0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
226193345A0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
226193345A0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
226193361B0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
226193361B0B,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
226193395B0A,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
226193395B0B,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
226193422B0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
226193422B0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
226193662A0A,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
226193662A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
226193696A0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
226193696A0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
226193698C0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
226193698C0B,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
226193702C0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
226193702C0B,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
226193737C0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
226193737C0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
226193745B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
226193745B0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
226193838C0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
226193838C0B,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
226193886B0A,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
226193886B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
226193892B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
226193892B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
226193899B0A,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
226193899B0B,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
226194002B0A,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
226194002B0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
226194093A0A,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
226194093A0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
226194262C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
226194262C0B,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
226194280B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
226194280B0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
226194419C0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
226194419C0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
226194421C0A,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
226194421C0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
226194826A0A,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
226194826A0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
226194865A0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
226194865A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
226195153B0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
226195153B0B,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
226195194C0A,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
226195194C0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
226195333C0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
226195333C0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
226196642A0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
226196642A0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
226196648A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
226196648A0B,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
226197070A0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
226197070A0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
226264795A0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
226264795A0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
226308710B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
226308710B0B,      0.0, 0.500, 1,     27.0,      6.8, 0.970, 1
226308716B0A,      0.0, 0.500, 1,     20.2,      5.1, 0.970, 1
226308716B0B,      0.0, 0.500, 1,      9.0,      2.2, 0.970, 1
226308717A0A,      0.0, 0.500, 1,     14.5,      3.6, 0.970, 1
226308717A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
226308719B0A,      0.0, 0.500, 1,     27.5,      6.9, 0.970, 1
226308719B0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
226308720A0A,      0.0, 0.500, 1,     20.4,      5.1, 0.970, 1
226308720A0B,      0.0, 0.500, 1,      6.2,      1.5, 0.970, 1
226308721A0A,      0.0, 0.500, 1,     10.9,      2.7, 0.970, 1
226308721A0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
226308723B0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
226308723B0B,      0.0, 0.500, 1,     10.5,      2.6, 0.970, 1
226308725B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
226308725B0B,      0.0, 0.500, 1,     25.7,      6.4, 0.970, 1
226308727B0A,      0.0, 0.500, 1,     15.4,      3.8, 0.970, 1
226308727B0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
226308728A0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
226308728A0B,      0.0, 0.500, 1,     11.6,      2.9, 0.970, 1
226308729B0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
226308729B0B,      0.0, 0.500, 1,     21.1,      5.3, 0.970, 1
226308730A0A,      0.0, 0.500, 1,     20.7,      5.2, 0.970, 1
226308730A0B,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
226308731A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
226308731A0B,      0.0, 0.500, 1,     16.3,      4.1, 0.970, 1
226311345B0A,      0.0, 0.500, 1,     10.3,      2.6, 0.970, 1
226311345B0B,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
226881057B0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
226881057B0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
226881700A0A,      0.0, 0.500, 1,      8.2,      2.1, 0.970, 1
226881700A0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
226924200B0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
226924200B0B,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
226964880A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
226964880A0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
227100746A0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
227100746A0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
227100753A0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
227100753A0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
227187012A0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
227187012A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
227187012B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
227187012B0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
227187012C0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
227187012C0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
227411650C0A,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
227411650C0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
227411655C0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
227411655C0B,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
227447984C0A,      0.0, 0.500, 1,     14.2,      3.6, 0.970, 1
227447984C0B,      0.0, 0.500, 1,     16.4,      4.1, 0.970, 1
227653310C0A,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
227653310C0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
227678342C0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
227678342C0B,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
227731863A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
227731863A0B,      0.0, 0.500, 1,     12.5,      3.1, 0.970, 1
227732939B0A,      0.0, 0.500, 1,      9.0,      2.2, 0.970, 1
227732939B0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
227734175B0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
227734175B0B,      0.0, 0.500, 1,      8.2,      2.1, 0.970, 1
227760021A0A,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
227760021A0B,      0.0, 0.500, 1,     11.4,      2.9, 0.970, 1
227760021B0A,      0.0, 0.500, 1,     18.8,      4.7, 0.970, 1
227760021B0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
227760021C0A,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
227760021C0B,      0.0, 0.500, 1,     11.6,      2.9, 0.970, 1
227760024A0A,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
227760024A0B,      0.0, 0.500, 1,     11.3,      2.8, 0.970, 1
227760024B0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
227760024B0B,      0.0, 0.500, 1,     18.6,      4.7, 0.970, 1
227760024C0A,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
227760024C0B,      0.0, 0.500, 1,     15.7,      3.9, 0.970, 1
227895952A0A,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
227895952A0B,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
227896008C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
227896008C0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
227902981A0A,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
227902981A0B,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
227903012A0A,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
227903012A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
227905262A0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
227905262A0B,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
227917119A0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
227917119A0B,      0.0, 0.500, 1,     10.6,      2.7, 0.970, 1
227917122A0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
227917122A0B,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
227917127C0A,      0.0, 0.500, 1,     11.8,      2.9, 0.970, 1
227917127C0B,      0.0, 0.500, 1,      8.6,      2.2, 0.970, 1
227917130C0A,      0.0, 0.500, 1,     14.8,      3.7, 0.970, 1
227917130C0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
227917133C0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
227917133C0B,      0.0, 0.500, 1,      6.6,      1.7, 0.970, 1
227921416A0A,      0.0, 0.500, 1,      8.6,      2.2, 0.970, 1
227921416A0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
227921427A0A,      0.0, 0.500, 1,      9.4,      2.4, 0.970, 1
227921427A0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
227921427B0A,      0.0, 0.500, 1,     10.5,      2.6, 0.970, 1
227921427B0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
227921427C0A,      0.0, 0.500, 1,     12.5,      3.1, 0.970, 1
227921427C0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
227944551A0A,      0.0, 0.500, 1,     44.3,     11.1, 0.970, 1
227944551A0B,      0.0, 0.500, 1,     44.4,     11.1, 0.970, 1
227944551B0A,      0.0, 0.500, 1,     20.7,      5.2, 0.970, 1
227944551B0B,      0.0, 0.500, 1,     76.6,     19.2, 0.970, 1
227944551C0A,      0.0, 0.500, 1,     93.7,     23.5, 0.970, 1
227944551C0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
227989724B0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
227989724B0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
228001810A0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
228001810A0B,      0.0, 0.500, 1,      5.4,      1.3, 0.970, 1
228057846A0A,      0.0, 0.500, 1,      6.2,      1.5, 0.970, 1
228057846A0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
228091193A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
